"feedback_text","sentiment_label"
"Em cũng muốn ổn định lắm nhưng hiện tại chỉ thấy không theo kịp thôi.","NEGATIVE"
"Hơi mất động lực nhưng em vẫn vẫn học ổn.","NEUTRAL"
"Dù áp lực vì áp lực thi cử nhưng cuối cùng em vẫn theo kịp bài.","POSITIVE"
"Em chưa quyết định được hướng đi nên mọi thứ, kể cả sức đề kháng giảm, vẫn còn vừa phải.","NEUTRAL"
"Có lúc thấy đuối sức nhưng nhìn chung em vẫn giữ được tâm lý tốt.","NEUTRAL"
"Dạo này tinh thần em khá ổn, đối mặt với feedback từ thầy cô em thấy yên tâm hơn nhiều và dễ chịu hơn trước.","POSITIVE"
"Vì chuyện gia đình làm em phân tâm nên dù sự phù hợp của ngành học không hẳn là quá khó, em vẫn cứ thấy mệt mỏi ghê liên tục.","NEGATIVE"
"Tuy kiệt sức nhưng nhìn chung em vẫn giữ được tâm lý tốt.","NEUTRAL"
"Tưởng sẽ học tốt nhưng cuối cùng em lại thấy cảm thấy bất an.","NEGATIVE"
"Em cảm thấy kiệt sức cả thể xác lẫn tinh thần, không còn sức để cố nữa.","NEGATIVE"
"Khối lượng bài vừa đủ, không nhàn quá mà cũng không nhiều quá.","NEUTRAL"
"Dù tiến độ nhanh nhưng em vẫn xử lý ổn mọi thứ tốt, không quá lo.","POSITIVE"
"Nhờ em chủ động hỏi thêm nên em có thêm năng lượng, thấy dễ tiếp thu hơn với mọi thứ, kể cả việc nấu ăn tự túc.","POSITIVE"
"Tuy stress nặng nhưng nhìn chung em vẫn xử lý ổn mọi thứ.","NEUTRAL"
"Chuyện không hiểu bài mà ngại hỏi đang ảnh hưởng nhiều, cứ tiếp cận bài kiểm tra giữa kỳ mà em luôn trong trạng thái khó theo kịp mấy ngày nay.","NEGATIVE"
"Dù áp lực thi cử nhưng em vẫn xử lý ổn mọi thứ tốt, không quá lo.","POSITIVE"
"Dù thiếu ngủ nhưng em vẫn vẫn học ổn tốt, không quá lo.","POSITIVE"
"Nhờ sắp xếp được thời gian hợp lý nên em có thêm năng lượng, thấy rất thoải mái với mọi thứ, kể cả chỗ ở trọ.","POSITIVE"
"Tưởng sẽ vượt qua dễ dàng nhưng cuối cùng em lại thấy quá tải thật sự.","NEGATIVE"
"Cứ tưởng sẽ dễ học tốt hơn nhưng thực ra em đang mất động lực nhiều lắm.","NEGATIVE"
"Dù lịch học dày nhưng em vẫn giữ được tâm lý tốt tốt, không quá lo.","POSITIVE"
"Tuy kiệt sức nhưng nhìn chung em vẫn xử lý ổn mọi thứ.","NEUTRAL"
"Dù áp lực thi cử, em vẫn cảm thấy ổn và theo kịp bài được.","POSITIVE"
"Em biết áp lực thi cử tích lũy quá lâu không phải lỗi của ai nhưng cứ thấy hơi mệt và không kiểm soát được cảm xúc.","NEGATIVE"
"Tưởng sẽ vượt qua dễ dàng nhưng cuối cùng em lại thấy không theo kịp.","NEGATIVE"
"Gần đây em cân đối được thời gian hơn nên mối quan hệ nhóm không còn là áp lực lớn, em thấy nhẹ đầu hơn nhiều.","POSITIVE"
"Em cũng muốn theo kịp lắm nhưng hiện tại chỉ thấy không theo kịp thôi.","NEGATIVE"
"Mặc dù cảm thấy bất an nhưng em vẫn giữ được tâm lý tốt được.","NEUTRAL"
"Tưởng sẽ hiểu bài nhưng cuối cùng em lại thấy stress nặng.","NEGATIVE"
"Cứ tưởng sẽ dễ hiểu bài hơn nhưng thực ra em đang cảm thấy bất an nhiều lắm.","NEGATIVE"
"Mặc dù kiệt sức nhưng em vẫn làm được bài tập được.","NEUTRAL"
"Tâm trạng em tốt hơn hẳn, nhìn lại lịch học em thấy phấn khởi hơn nhiều và dễ xử lý hơn trước.","POSITIVE"
"Nhờ tài liệu rõ ràng hơn nên em có thêm năng lượng, thấy khá tự tin với mọi thứ, kể cả mục tiêu cá nhân.","POSITIVE"
"Nhờ tâm lý thoải mái hơn nên em có thêm năng lượng, thấy khá tự tin với mọi thứ, kể cả cân bằng học và nghỉ ngơi.","POSITIVE"
"Tuy mất động lực nhưng nhìn chung em vẫn theo kịp bài.","NEUTRAL"
"Nhờ em chủ động hỏi thêm nên em có thêm năng lượng, thấy vui vì hiểu ra rồi với mọi thứ, kể cả kỳ thi cuối kỳ.","POSITIVE"
"Tưởng sẽ vượt qua dễ dàng nhưng cuối cùng em lại thấy rất mệt mỏi.","NEGATIVE"
"Dù hơi đuối sức thật nhưng em vẫn đang giữ được tâm lý tốt bình thường.","NEUTRAL"
"Gần đây em cân đối được thời gian hơn nên việc ăn uống không còn là áp lực lớn, em thấy rất thoải mái.","POSITIVE"
"Chuyện nhóm không làm việc được với nhau đang ảnh hưởng nhiều, cứ tiếp cận giấc ngủ mà em luôn trong trạng thái mệt mỏi ghê mấy ngày nay.","NEGATIVE"
"Tuy đuối sức nhưng nhìn chung em vẫn xử lý ổn mọi thứ.","NEUTRAL"
"Dạo này em đang gặp chuyện áp lực từ nhiều môn cùng lúc, vì thế khi đối mặt với lịch học cứ thấy nản lắm rồi và khó tập trung.","NEGATIVE"
"Hơi không theo kịp nhưng em vẫn vẫn học ổn.","NEUTRAL"
"Có lúc thấy rất mệt mỏi nhưng nhìn chung em vẫn làm được bài tập.","NEUTRAL"
"Dù hơi đuối sức thật nhưng em vẫn đang xử lý ổn mọi thứ bình thường.","NEUTRAL"
"deadline nhiều không làm em nản, em vẫn giữ được tâm lý tốt như thường.","POSITIVE"
"Mặc dù đuối sức nhưng em vẫn hiểu được nội dung chính được.","NEUTRAL"
"Dù hơi bực bội không kiểm soát được thật nhưng em vẫn đang làm được bài tập bình thường.","NEUTRAL"
"Em thấy bình thường, không có vấn đề gì đặc biệt.","NEUTRAL"
"Nhờ áp lực gia đình giảm bớt nên em có thêm năng lượng, thấy hài lòng ghê với mọi thứ, kể cả lịch học.","POSITIVE"
"Có lúc thấy không theo kịp nhưng nhìn chung em vẫn làm được bài tập.","NEUTRAL"
"Dạo này em đang gặp chuyện cảm thấy cô đơn và không có ai chia sẻ, vì thế khi đối mặt với mục tiêu cá nhân cứ thấy bất an và khó tập trung.","NEGATIVE"
"Lớp học thoải mái, em dám phát biểu hơn.","POSITIVE"
"Hơi mất động lực nhưng em vẫn xử lý ổn mọi thứ.","NEUTRAL"
"Vì tài chính eo hẹp làm em lo lắng nên dù việc nấu ăn tự túc không hẳn là quá khó, em vẫn cứ thấy hoang mang thật sự liên tục.","NEGATIVE"
"Tưởng sẽ theo kịp nhưng cuối cùng em lại thấy mất động lực.","NEGATIVE"
"Hơi cảm thấy bất an nhưng em vẫn hiểu được nội dung chính.","NEUTRAL"
"Nhờ được hướng dẫn chi tiết nên em có thêm năng lượng, thấy tự tin hơn trước nhiều với mọi thứ, kể cả sự phù hợp của ngành học.","POSITIVE"
"Em thấy môn này khá hay, không chán như em nghĩ.","POSITIVE"
"Dạo này tinh thần em khá ổn, đối mặt với bài thực hành em thấy chill hơn hẳn và dễ chịu hơn trước.","POSITIVE"
"Dù áp lực vì áp lực thi cử nhưng cuối cùng em vẫn hiểu được nội dung chính.","POSITIVE"
"Dù hơi cảm thấy bất an thật nhưng em vẫn đang xử lý ổn mọi thứ bình thường.","NEUTRAL"
"Tưởng sẽ vượt qua dễ dàng nhưng cuối cùng em lại thấy đuối sức.","NEGATIVE"
"Tâm trạng em tốt hơn hẳn, nhìn lại deadline bài tập em thấy nhẹ đầu hơn nhiều và dễ xử lý hơn trước.","POSITIVE"
"Có lúc thấy stress nặng nhưng nhìn chung em vẫn giữ được tâm lý tốt.","NEUTRAL"
"Tình hình cá nhân chưa ổn định nên deadline bài tập cũng chỉ dừng ở mức học được như vậy.","NEUTRAL"
"Hơi rất mệt mỏi nhưng em vẫn vẫn học ổn.","NEUTRAL"
"Tâm trạng em tốt hơn hẳn, nhìn lại việc ăn uống em thấy chill hơn hẳn và dễ xử lý hơn trước.","POSITIVE"
"Em biết kỳ vọng của gia đình quá lớn không phải lỗi của ai nhưng cứ thấy đuối sức và không kiểm soát được cảm xúc.","NEGATIVE"
"Tâm trạng em tốt hơn hẳn, nhìn lại áp lực thi cử em thấy chill hơn hẳn và dễ xử lý hơn trước.","POSITIVE"
"Cứ nghĩ mọi thứ sẽ ổn hơn nhưng em lại thấy cáu gắt liên tục hoài.","NEGATIVE"
"thiếu ngủ không làm em nản, em vẫn vẫn học ổn như thường.","POSITIVE"
"Gần đây em cân đối được thời gian hơn nên nỗi sợ thất bại không còn là áp lực lớn, em thấy vui vì hiểu ra rồi.","POSITIVE"
"Dạo này sinh hoạt của em hơi rối nên lo âu về tương lai cũng chỉ ở mức học được, chưa có gì nổi bật.","NEUTRAL"
"Tình hình cá nhân chưa ổn định nên cân bằng học và nghỉ ngơi cũng chỉ dừng ở mức không có gì nổi bật như vậy.","NEUTRAL"
"Dù deadline nhiều nhưng em vẫn theo kịp bài tốt, không quá lo.","POSITIVE"
"Tâm trạng em tốt hơn hẳn, nhìn lại kỳ thi cuối kỳ em thấy rất ổn và dễ xử lý hơn trước.","POSITIVE"
"Nhờ em chủ động hỏi thêm nên em có thêm năng lượng, thấy tự tin hơn trước nhiều với mọi thứ, kể cả chuyện gia đình.","POSITIVE"
"Em đang phải vừa lo tài chính eo hẹp làm em lo lắng vừa lo chuyện gia đình, cảm giác khó theo kịp thật sự, không biết trụ được bao lâu.","NEGATIVE"
"Dạo này tinh thần em khá ổn, đối mặt với bài kiểm tra giữa kỳ em thấy vui vì hiểu ra rồi và dễ chịu hơn trước.","POSITIVE"
"Nhờ tâm lý thoải mái hơn nên em có thêm năng lượng, thấy dễ tiếp thu hơn với mọi thứ, kể cả cân bằng học và nghỉ ngơi.","POSITIVE"
"Dạo này tinh thần em khá ổn, đối mặt với việc tìm kiếm thực tập em thấy phấn khởi hơn nhiều và dễ chịu hơn trước.","POSITIVE"
"Dạo này tinh thần em khá ổn, đối mặt với cảm giác mất phương hướng em thấy hứng thú hẳn lên và dễ chịu hơn trước.","POSITIVE"
"Em đang cảm thấy đuối sức, theo không kịp tiến độ.","NEGATIVE"
"Cứ tưởng sẽ dễ hiểu bài hơn nhưng thực ra em đang đuối sức nhiều lắm.","NEGATIVE"
"Nhờ môi trường lớp tích cực nên em có thêm năng lượng, thấy tự tin hơn trước nhiều với mọi thứ, kể cả bài kiểm tra giữa kỳ.","POSITIVE"
"Mặc dù đuối sức nhưng em vẫn giữ được tâm lý tốt được.","NEUTRAL"
"Tuy không theo kịp nhưng nhìn chung em vẫn làm được bài tập.","NEUTRAL"
"Mặc dù mất động lực nhưng em vẫn làm được bài tập được.","NEUTRAL"
"Dù đã cố gắng nhưng em vẫn cứ thấy quá tải thật sự, không biết làm thế nào.","NEGATIVE"
"Có lúc thấy không theo kịp nhưng nhìn chung em vẫn theo kịp bài.","NEUTRAL"
"Nhóm em làm việc không hiệu quả, ai cũng mệt hết.","NEGATIVE"
"Môn này ổn, không khiến em thích hay chán gì đặc biệt.","NEUTRAL"
"Dù bài hơi khó nhưng em vẫn vẫn học ổn tốt, không quá lo.","POSITIVE"
"Mặc dù không tập trung được nhưng em vẫn giữ được tâm lý tốt được.","NEUTRAL"
"Tuy quá tải thật sự nhưng nhìn chung em vẫn vẫn học ổn.","NEUTRAL"
"Cứ tưởng sẽ dễ học tốt hơn nhưng thực ra em đang cáu gắt liên tục nhiều lắm.","NEGATIVE"
"áp lực thi cử không làm em nản, em vẫn xử lý ổn mọi thứ như thường.","POSITIVE"
"Tâm trạng em tốt hơn hẳn, nhìn lại bài kiểm tra giữa kỳ em thấy dễ tiếp thu hơn và dễ xử lý hơn trước.","POSITIVE"
"Dù hơi không tập trung được thật nhưng em vẫn đang giữ được tâm lý tốt bình thường.","NEUTRAL"
"Dù lịch học dày nhưng em vẫn hiểu được nội dung chính tốt, không quá lo.","POSITIVE"
"Gần đây em cân đối được thời gian hơn nên deadline bài tập không còn là áp lực lớn, em thấy yên tâm hơn nhiều.","POSITIVE"
"Tưởng sẽ theo kịp nhưng cuối cùng em lại thấy stress nặng.","NEGATIVE"
"Nhờ tài liệu rõ ràng hơn nên em có thêm năng lượng, thấy thấy tiến bộ rõ với mọi thứ, kể cả đi lại hàng ngày.","POSITIVE"
"Em học được những thứ cần thiết, không hơn không kém.","NEUTRAL"
"Em biết mất ngủ liên tục mấy tuần nay không phải lỗi của ai nhưng cứ thấy dễ nản và không kiểm soát được cảm xúc.","NEGATIVE"
"Dù deadline nhiều, em vẫn cảm thấy ổn và xử lý ổn mọi thứ được.","POSITIVE"
"Dù lịch học dày, em vẫn cảm thấy ổn và hiểu được nội dung chính được.","POSITIVE"
"Em cũng muốn ổn định lắm nhưng hiện tại chỉ thấy rất mệt mỏi thôi.","NEGATIVE"
"Chuyện tài chính eo hẹp làm em lo lắng đang ảnh hưởng nhiều, cứ tiếp cận mối quan hệ nhóm mà em luôn trong trạng thái không tập trung được mấy ngày nay.","NEGATIVE"
"Tưởng sẽ ổn định nhưng cuối cùng em lại thấy rất mệt mỏi.","NEGATIVE"
"Hơi kiệt sức nhưng em vẫn vẫn học ổn.","NEUTRAL"
"Dù áp lực thi cử nhưng em vẫn làm được bài tập tốt, không quá lo.","POSITIVE"
"deadline nhiều không làm em nản, em vẫn hiểu được nội dung chính như thường.","POSITIVE"
"Em biết nhóm không làm việc được với nhau không phải lỗi của ai nhưng cứ thấy không thở được và không kiểm soát được cảm xúc.","NEGATIVE"
"Cứ tưởng sẽ dễ theo kịp hơn nhưng thực ra em đang rất mệt mỏi nhiều lắm.","NEGATIVE"
"Em cũng muốn vượt qua dễ dàng lắm nhưng hiện tại chỉ thấy quá tải thật sự thôi.","NEGATIVE"
"Có lúc thấy cảm thấy bất an nhưng nhìn chung em vẫn vẫn học ổn.","NEUTRAL"
"Dù thiếu ngủ, em vẫn cảm thấy ổn và theo kịp bài được.","POSITIVE"
"Mặc dù không theo kịp nhưng em vẫn vẫn học ổn được.","NEUTRAL"
"Cứ tưởng sẽ dễ ổn định hơn nhưng thực ra em đang quá tải thật sự nhiều lắm.","NEGATIVE"
"Có lúc thấy không tập trung được nhưng nhìn chung em vẫn hiểu được nội dung chính.","NEUTRAL"
"Có lúc thấy đuối sức nhưng nhìn chung em vẫn xử lý ổn mọi thứ.","NEUTRAL"
"Vì áp lực từ nhiều môn cùng lúc nên dù đau đầu liên tục không hẳn là quá khó, em vẫn cứ thấy nặng nề trong lòng liên tục.","NEGATIVE"
"Em cần thêm thời gian để quen với cách dạy.","NEUTRAL"
"Gần đây em cân đối được thời gian hơn nên lịch học không còn là áp lực lớn, em thấy khá tự tin.","POSITIVE"
"Vì mất ngủ liên tục mấy tuần nay nên dù cách chấm điểm không hẳn là quá khó, em vẫn cứ thấy dễ nản liên tục.","NEGATIVE"
"Nhờ em chủ động hỏi thêm nên em có thêm năng lượng, thấy có động lực hơn hẳn với mọi thứ, kể cả đau đầu liên tục.","POSITIVE"
"Vì deadline dồn vào một tuần nên dù định hướng nghề nghiệp không hẳn là quá khó, em vẫn cứ thấy mệt mỏi ghê liên tục.","NEGATIVE"
"Vì cứ thất bại hoài không biết sai ở đâu nên dù việc nấu ăn tự túc không hẳn là quá khó, em vẫn cứ thấy bị quá tải liên tục.","NEGATIVE"
"Mặc dù kiệt sức nhưng em vẫn giữ được tâm lý tốt được.","NEUTRAL"
"Tưởng sẽ theo kịp nhưng cuối cùng em lại thấy cáu gắt liên tục.","NEGATIVE"
"Cứ tưởng sẽ dễ ổn định hơn nhưng thực ra em đang đuối sức nhiều lắm.","NEGATIVE"
"Giờ học căng thẳng, em ra về là đầu óc trống không.","NEGATIVE"
"Tâm trạng em tốt hơn hẳn, nhìn lại việc làm thêm em thấy chill hơn hẳn và dễ xử lý hơn trước.","POSITIVE"
"thiếu ngủ không làm em nản, em vẫn hiểu được nội dung chính như thường.","POSITIVE"
"Có lúc thấy không tập trung được nhưng nhìn chung em vẫn theo kịp bài.","NEUTRAL"
"Có lúc thấy bực bội không kiểm soát được nhưng nhìn chung em vẫn vẫn học ổn.","NEUTRAL"
"Dù thiếu ngủ, em vẫn cảm thấy ổn và giữ được tâm lý tốt được.","POSITIVE"
"Nhờ môi trường lớp tích cực nên em có thêm năng lượng, thấy tự tin hơn trước nhiều với mọi thứ, kể cả nỗi sợ thất bại.","POSITIVE"
"Tuy cáu gắt liên tục nhưng nhìn chung em vẫn xử lý ổn mọi thứ.","NEUTRAL"
"Gần đây em cân đối được thời gian hơn nên sự phù hợp của ngành học không còn là áp lực lớn, em thấy hài lòng ghê.","POSITIVE"
"Em chưa hiểu hết phần cuối bài, cần ôn thêm chút nữa.","NEUTRAL"
"Em vừa hiểu ra phần khó nhất, cảm giác nhẹ nhõm ghê.","POSITIVE"
"Cứ tưởng sẽ dễ hiểu bài hơn nhưng thực ra em đang quá tải thật sự nhiều lắm.","NEGATIVE"
"Do mất định hướng không biết đi đâu kéo dài, em trở nên muốn bỏ cuộc với xung quanh, kể cả với cân bằng học và nghỉ ngơi dù không muốn vậy.","NEGATIVE"
"Hơi cáu gắt liên tục nhưng em vẫn vẫn học ổn.","NEUTRAL"
"Có lúc thấy cáu gắt liên tục nhưng nhìn chung em vẫn làm được bài tập.","NEUTRAL"
"Gần đây em cân đối được thời gian hơn nên mối quan hệ với thầy cô không còn là áp lực lớn, em thấy tự tin hơn trước nhiều.","POSITIVE"
"Hơi stress nặng nhưng em vẫn theo kịp bài.","NEUTRAL"
"Tâm trạng em tốt hơn hẳn, nhìn lại feedback từ thầy cô em thấy yên tâm hơn nhiều và dễ xử lý hơn trước.","POSITIVE"
"Hơi stress nặng nhưng em vẫn làm được bài tập.","NEUTRAL"
"Dù hơi cảm thấy bất an thật nhưng em vẫn đang làm được bài tập bình thường.","NEUTRAL"
"Hơi đuối sức nhưng em vẫn xử lý ổn mọi thứ.","NEUTRAL"
"Gần đây em cân đối được thời gian hơn nên cân bằng học và nghỉ ngơi không còn là áp lực lớn, em thấy yên tâm hơn nhiều.","POSITIVE"
"Em cũng muốn học tốt lắm nhưng hiện tại chỉ thấy quá tải thật sự thôi.","NEGATIVE"
"Chuyện việc làm thêm chiếm hết thời gian đang ảnh hưởng nhiều, cứ tiếp cận cảm giác bị hiểu lầm mà em luôn trong trạng thái bất an mấy ngày nay.","NEGATIVE"
"Dù hơi không tập trung được thật nhưng em vẫn đang xử lý ổn mọi thứ bình thường.","NEUTRAL"
"Em cũng muốn học tốt lắm nhưng hiện tại chỉ thấy cáu gắt liên tục thôi.","NEGATIVE"
"Tưởng sẽ theo kịp nhưng cuối cùng em lại thấy không tập trung được.","NEGATIVE"
"Do kỳ vọng của gia đình quá lớn kéo dài, em trở nên muốn bỏ cuộc với xung quanh, kể cả với mối quan hệ nhóm dù không muốn vậy.","NEGATIVE"
"Nhờ tâm lý thoải mái hơn nên em có thêm năng lượng, thấy dễ tiếp thu hơn với mọi thứ, kể cả feedback từ thầy cô.","POSITIVE"
"Mặc dù không theo kịp nhưng em vẫn xử lý ổn mọi thứ được.","NEUTRAL"
"Hơi bực bội không kiểm soát được nhưng em vẫn làm được bài tập.","NEUTRAL"
"Do cảm thấy cô đơn và không có ai chia sẻ kéo dài, em trở nên không thở được với xung quanh, kể cả với đau đầu liên tục dù không muốn vậy.","NEGATIVE"
"Em cũng muốn cân bằng được lắm nhưng hiện tại chỉ thấy kiệt sức thôi.","NEGATIVE"
"Do tài chính eo hẹp làm em lo lắng kéo dài, em trở nên dễ nản với xung quanh, kể cả với cảm giác không đủ năng lực dù không muốn vậy.","NEGATIVE"
"Em muốn bỏ cuộc thật sự, căng thẳng quá mức.","NEGATIVE"
"Cứ tưởng sẽ dễ theo kịp hơn nhưng thực ra em đang quá tải thật sự nhiều lắm.","NEGATIVE"
"Cứ tưởng sẽ dễ vượt qua dễ dàng hơn nhưng thực ra em đang bực bội không kiểm soát được nhiều lắm.","NEGATIVE"
"Tuy stress nặng nhưng nhìn chung em vẫn vẫn học ổn.","NEUTRAL"
"Hơi không theo kịp nhưng em vẫn xử lý ổn mọi thứ.","NEUTRAL"
"Em cảm thấy bị bỏ lại, cô dạy nhanh mà em chưa kịp tiêu hoá.","NEGATIVE"
"Dạo này tinh thần em khá ổn, đối mặt với áp lực từ bố mẹ em thấy thấy tiến bộ rõ và dễ chịu hơn trước.","POSITIVE"
"Mặc dù cáu gắt liên tục nhưng em vẫn giữ được tâm lý tốt được.","NEUTRAL"
"Dù áp lực thi cử, em vẫn cảm thấy ổn và vẫn học ổn được.","POSITIVE"
"Gần đây em cân đối được thời gian hơn nên kỳ thi cuối kỳ không còn là áp lực lớn, em thấy nhẹ đầu hơn nhiều.","POSITIVE"
"Nhờ áp lực gia đình giảm bớt nên em có thêm năng lượng, thấy chill hơn hẳn với mọi thứ, kể cả cảm giác không đủ năng lực.","POSITIVE"
"Dạo này tinh thần em khá ổn, đối mặt với sự phù hợp của ngành học em thấy vui vì hiểu ra rồi và dễ chịu hơn trước.","POSITIVE"
"Dù thiếu ngủ nhưng em vẫn theo kịp bài tốt, không quá lo.","POSITIVE"
"Dù hơi rất mệt mỏi thật nhưng em vẫn đang hiểu được nội dung chính bình thường.","NEUTRAL"
"Có lúc thấy không tập trung được nhưng nhìn chung em vẫn giữ được tâm lý tốt.","NEUTRAL"
"Hơi tụt hậu so với tiến độ chung nhưng em đang cố bắt kịp.","NEUTRAL"
"Em đang phải vừa lo cứ thất bại hoài không biết sai ở đâu vừa lo cảm giác mất phương hướng, cảm giác đầu óc quay tít thật sự, không biết trụ được bao lâu.","NEGATIVE"
"Có lúc thấy không theo kịp nhưng nhìn chung em vẫn giữ được tâm lý tốt.","NEUTRAL"
"Dạo này tinh thần em khá ổn, đối mặt với kỳ thi cuối kỳ em thấy phấn khởi hơn nhiều và dễ chịu hơn trước.","POSITIVE"
"Tâm trạng em tốt hơn hẳn, nhìn lại áp lực thi cử em thấy rất ổn và dễ xử lý hơn trước.","POSITIVE"
"Gần đây em cân đối được thời gian hơn nên đi lại hàng ngày không còn là áp lực lớn, em thấy vui vì hiểu ra rồi.","POSITIVE"
"Tâm trạng em tốt hơn hẳn, nhìn lại mối quan hệ với thầy cô em thấy thoải mái và nhẹ nhõm và dễ xử lý hơn trước.","POSITIVE"
"Gần đây em cân đối được thời gian hơn nên sức đề kháng giảm không còn là áp lực lớn, em thấy thấy tiến bộ rõ.","POSITIVE"
"lịch học dày không làm em nản, em vẫn vẫn học ổn như thường.","POSITIVE"
"Có lúc thấy stress nặng nhưng nhìn chung em vẫn theo kịp bài.","NEUTRAL"
"Môn này không phải sở thích của em nhưng em vẫn cố học.","NEUTRAL"
"Tưởng sẽ cân bằng được nhưng cuối cùng em lại thấy mất động lực.","NEGATIVE"
"Dù áp lực vì bài hơi khó nhưng cuối cùng em vẫn làm được bài tập.","POSITIVE"
"Nhờ môi trường lớp tích cực nên em có thêm năng lượng, thấy thoải mái và nhẹ nhõm với mọi thứ, kể cả bài kiểm tra giữa kỳ.","POSITIVE"
"Em biết áp lực từ nhiều môn cùng lúc không phải lỗi của ai nhưng cứ thấy lo lắng không yên và không kiểm soát được cảm xúc.","NEGATIVE"
"Gần đây em cân đối được thời gian hơn nên mức năng lượng hàng ngày không còn là áp lực lớn, em thấy vui vì hiểu ra rồi.","POSITIVE"
"Mặc dù không theo kịp nhưng em vẫn theo kịp bài được.","NEUTRAL"
"Nhờ tâm lý thoải mái hơn nên em có thêm năng lượng, thấy vui vì hiểu ra rồi với mọi thứ, kể cả việc tìm kiếm thực tập.","POSITIVE"
