"feedback_text","sentiment_label"
"Tuy bực bội không kiểm soát được nhưng nhìn chung em vẫn theo kịp bài.","NEUTRAL"
"Hơi cảm thấy bất an nhưng em vẫn xử lý ổn mọi thứ.","NEUTRAL"
"Dù bài hơi khó, em vẫn cảm thấy ổn và hiểu được nội dung chính được.","POSITIVE"
"bài hơi khó không làm em nản, em vẫn hiểu được nội dung chính như thường.","POSITIVE"
"Dù tiến độ nhanh nhưng em vẫn giữ được tâm lý tốt tốt, không quá lo.","POSITIVE"
"Dù áp lực vì lịch học dày nhưng cuối cùng em vẫn vẫn học ổn.","POSITIVE"
"Dù hơi quá tải thật sự thật nhưng em vẫn đang xử lý ổn mọi thứ bình thường.","NEUTRAL"
"Em cũng muốn cân bằng được lắm nhưng hiện tại chỉ thấy không tập trung được thôi.","NEGATIVE"
"Hơi không tập trung được nhưng em vẫn vẫn học ổn.","NEUTRAL"
"Có lúc thấy quá tải thật sự nhưng nhìn chung em vẫn theo kịp bài.","NEUTRAL"
"Gần đây em cân đối được thời gian hơn nên việc làm thêm không còn là áp lực lớn, em thấy thấy tiến bộ rõ.","POSITIVE"
"Tốc độ học vừa phải, em không bị quá tải.","NEUTRAL"
"Cứ tưởng sẽ dễ theo kịp hơn nhưng thực ra em đang cảm thấy bất an nhiều lắm.","NEGATIVE"
"Tâm trạng em tốt hơn hẳn, nhìn lại chi tiêu hàng tháng em thấy yên tâm hơn nhiều và dễ xử lý hơn trước.","POSITIVE"
"Mất ngủ liên tục, sáng nào cũng dậy mà không thấy nghỉ ngơi gì cả.","NEGATIVE"
"Môn này không khó như em nghĩ ban đầu.","POSITIVE"
"Tưởng sẽ hiểu bài nhưng cuối cùng em lại thấy không theo kịp.","NEGATIVE"
"Hơi kiệt sức nhưng em vẫn theo kịp bài.","NEUTRAL"
"Tuy bực bội không kiểm soát được nhưng nhìn chung em vẫn hiểu được nội dung chính.","NEUTRAL"
"Tuy stress nặng nhưng nhìn chung em vẫn làm được bài tập.","NEUTRAL"
"Cứ tưởng sẽ dễ hiểu bài hơn nhưng thực ra em đang không tập trung được nhiều lắm.","NEGATIVE"
"Do bài nhiều mà thời gian không đủ kéo dài, em trở nên muốn bỏ cuộc với xung quanh, kể cả với cảm giác bị hiểu lầm dù không muốn vậy.","NEGATIVE"
"Em cũng muốn học tốt lắm nhưng hiện tại chỉ thấy không theo kịp thôi.","NEGATIVE"
"Tâm trạng em tốt hơn hẳn, nhìn lại sự phù hợp của ngành học em thấy rất ổn và dễ xử lý hơn trước.","POSITIVE"
"Tưởng sẽ theo kịp nhưng cuối cùng em lại thấy đuối sức.","NEGATIVE"
"Áp lực từ gia đình cộng với bài vở khiến em căng thẳng không chịu được.","NEGATIVE"
"Em vẫn đang cố cân bằng giữa cuộc sống và mục tiêu cá nhân nên nhìn chung thấy không thích không ghét thôi.","NEUTRAL"
"Có lúc thấy kiệt sức nhưng nhìn chung em vẫn theo kịp bài.","NEUTRAL"
"Dù thiếu ngủ, em vẫn cảm thấy ổn và hiểu được nội dung chính được.","POSITIVE"
"Em vẫn đang cố cân bằng giữa cuộc sống và cân bằng học và nghỉ ngơi nên nhìn chung thấy bình bình thôi.","NEUTRAL"
"Tình hình cá nhân chưa ổn định nên sức đề kháng giảm cũng chỉ dừng ở mức ở mức trung bình như vậy.","NEUTRAL"
"Dạo này tinh thần em khá ổn, đối mặt với bài thực hành em thấy dễ tiếp thu hơn và dễ chịu hơn trước.","POSITIVE"
"Dù hơi không tập trung được thật nhưng em vẫn đang làm được bài tập bình thường.","NEUTRAL"
"Tưởng sẽ cân bằng được nhưng cuối cùng em lại thấy stress nặng.","NEGATIVE"
"Có lúc thấy không tập trung được nhưng nhìn chung em vẫn vẫn học ổn.","NEUTRAL"
"Dù hơi cáu gắt liên tục thật nhưng em vẫn đang hiểu được nội dung chính bình thường.","NEUTRAL"
"Vì cảm thấy cô đơn và không có ai chia sẻ nên dù việc tìm kiếm thực tập không hẳn là quá khó, em vẫn cứ thấy khó theo kịp liên tục.","NEGATIVE"
"Dù lịch học dày nhưng em vẫn vẫn học ổn tốt, không quá lo.","POSITIVE"
"Có lúc thấy cảm thấy bất an nhưng nhìn chung em vẫn hiểu được nội dung chính.","NEUTRAL"
"Em thích được học theo nhóm nhỏ hơn, trao đổi được nhiều hơn.","POSITIVE"
"Dù đã cố gắng nhưng em vẫn cứ thấy kiệt sức, không biết làm thế nào.","NEGATIVE"
"Tuy cảm thấy bất an nhưng nhìn chung em vẫn làm được bài tập.","NEUTRAL"
"Em cũng muốn ổn định lắm nhưng hiện tại chỉ thấy cảm thấy bất an thôi.","NEGATIVE"
"Dù bài hơi khó, em vẫn cảm thấy ổn và theo kịp bài được.","POSITIVE"
"Em cũng muốn vượt qua dễ dàng lắm nhưng hiện tại chỉ thấy không theo kịp thôi.","NEGATIVE"
"Do thiếu ngủ liên tục mấy ngày kéo dài, em trở nên dễ nản với xung quanh, kể cả với việc làm thêm dù không muốn vậy.","NEGATIVE"
"Tâm trạng em tốt hơn hẳn, nhìn lại chi tiêu hàng tháng em thấy hài lòng ghê và dễ xử lý hơn trước.","POSITIVE"
"Có lúc thấy cảm thấy bất an nhưng nhìn chung em vẫn làm được bài tập.","NEUTRAL"
"Tuy mất động lực nhưng nhìn chung em vẫn vẫn học ổn.","NEUTRAL"
"Gần đây em cân đối được thời gian hơn nên sức đề kháng giảm không còn là áp lực lớn, em thấy dễ tiếp thu hơn.","POSITIVE"
"Dù hơi không tập trung được thật nhưng em vẫn đang theo kịp bài bình thường.","NEUTRAL"
"Nhờ tìm được phương pháp học phù hợp nên em có thêm năng lượng, thấy yên tâm hơn nhiều với mọi thứ, kể cả bài kiểm tra giữa kỳ.","POSITIVE"
"Tâm trạng em tốt hơn hẳn, nhìn lại bài kiểm tra giữa kỳ em thấy thấy tiến bộ rõ và dễ xử lý hơn trước.","POSITIVE"
"Hơi stress nặng nhưng em vẫn xử lý ổn mọi thứ.","NEUTRAL"
"Dạo này tinh thần em khá ổn, đối mặt với cảm giác bị hiểu lầm em thấy nhẹ đầu hơn nhiều và dễ chịu hơn trước.","POSITIVE"
"Dù hơi kiệt sức thật nhưng em vẫn đang xử lý ổn mọi thứ bình thường.","NEUTRAL"
"lịch học dày không làm em nản, em vẫn theo kịp bài như thường.","POSITIVE"
"Mặc dù mất động lực nhưng em vẫn vẫn học ổn được.","NEUTRAL"
"Cứ tưởng sẽ dễ ổn định hơn nhưng thực ra em đang kiệt sức nhiều lắm.","NEGATIVE"
"Tưởng sẽ cân bằng được nhưng cuối cùng em lại thấy quá tải thật sự.","NEGATIVE"
"Tưởng sẽ cân bằng được nhưng cuối cùng em lại thấy cảm thấy bất an.","NEGATIVE"
"Tưởng sẽ theo kịp nhưng cuối cùng em lại thấy quá tải thật sự.","NEGATIVE"
"Mỗi lần tới môn này là em thấy nặng nề hẳn.","NEGATIVE"
"Dù hơi cáu gắt liên tục thật nhưng em vẫn đang xử lý ổn mọi thứ bình thường.","NEUTRAL"
"Tình hình cá nhân chưa ổn định nên việc tìm kiếm thực tập cũng chỉ dừng ở mức khá ổn như vậy.","NEUTRAL"
"Mặc dù bực bội không kiểm soát được nhưng em vẫn theo kịp bài được.","NEUTRAL"
"Có lúc thấy không theo kịp nhưng nhìn chung em vẫn xử lý ổn mọi thứ.","NEUTRAL"
"Tưởng sẽ vượt qua dễ dàng nhưng cuối cùng em lại thấy cảm thấy bất an.","NEGATIVE"
"Cứ tưởng sẽ dễ vượt qua dễ dàng hơn nhưng thực ra em đang cảm thấy bất an nhiều lắm.","NEGATIVE"
"Dù tiến độ nhanh, em vẫn cảm thấy ổn và hiểu được nội dung chính được.","POSITIVE"
"Nhờ áp lực gia đình giảm bớt nên em có thêm năng lượng, thấy yên tâm hơn nhiều với mọi thứ, kể cả áp lực thi cử.","POSITIVE"
"Cứ tưởng sẽ dễ hiểu bài hơn nhưng thực ra em đang kiệt sức nhiều lắm.","NEGATIVE"
"Tuy không tập trung được nhưng nhìn chung em vẫn làm được bài tập.","NEUTRAL"
"Mặc dù quá tải thật sự nhưng em vẫn theo kịp bài được.","NEUTRAL"
"Em cũng muốn vượt qua dễ dàng lắm nhưng hiện tại chỉ thấy stress nặng thôi.","NEGATIVE"
"Mặc dù cáu gắt liên tục nhưng em vẫn xử lý ổn mọi thứ được.","NEUTRAL"
"Dạo này sinh hoạt của em hơi rối nên mục tiêu cá nhân cũng chỉ ở mức chưa có cảm xúc gì mạnh, chưa có gì nổi bật.","NEUTRAL"
"Tưởng sẽ ổn định nhưng cuối cùng em lại thấy mất động lực.","NEGATIVE"
"Mặc dù stress nặng nhưng em vẫn xử lý ổn mọi thứ được.","NEUTRAL"
"Gần đây em cân đối được thời gian hơn nên tài liệu học tập không còn là áp lực lớn, em thấy vui vì hiểu ra rồi.","POSITIVE"
"Em đang rất stress, bài nhiều mà thời gian không đủ.","NEGATIVE"
"Em cũng muốn học tốt lắm nhưng hiện tại chỉ thấy cảm thấy bất an thôi.","NEGATIVE"
"Gần đây em cân đối được thời gian hơn nên kỳ thi cuối kỳ không còn là áp lực lớn, em thấy tự tin hơn trước nhiều.","POSITIVE"
"Em cũng muốn vượt qua dễ dàng lắm nhưng hiện tại chỉ thấy bực bội không kiểm soát được thôi.","NEGATIVE"
"Cứ tưởng sẽ dễ học tốt hơn nhưng thực ra em đang không theo kịp nhiều lắm.","NEGATIVE"
"Dù áp lực vì tiến độ nhanh nhưng cuối cùng em vẫn giữ được tâm lý tốt.","POSITIVE"
"Thầy dạy dễ hiểu lắm, em theo kịp hết.","POSITIVE"
"Dạo này tinh thần em khá ổn, đối mặt với feedback từ thầy cô em thấy thấy tiến bộ rõ và dễ chịu hơn trước.","POSITIVE"
"Dù hơi quá tải thật sự thật nhưng em vẫn đang vẫn học ổn bình thường.","NEUTRAL"
"Dù áp lực vì thiếu ngủ nhưng cuối cùng em vẫn giữ được tâm lý tốt.","POSITIVE"
"Có lúc thấy mất động lực nhưng nhìn chung em vẫn vẫn học ổn.","NEUTRAL"
"Tưởng sẽ hiểu bài nhưng cuối cùng em lại thấy bực bội không kiểm soát được.","NEGATIVE"
"bài hơi khó không làm em nản, em vẫn làm được bài tập như thường.","POSITIVE"
"Dạo này em đang gặp chuyện áp lực từ nhiều môn cùng lúc, vì thế khi đối mặt với kế hoạch sau tốt nghiệp cứ thấy tê liệt không muốn làm gì và khó tập trung.","NEGATIVE"
"Em chưa quyết định được hướng đi nên mọi thứ, kể cả cảm giác mất phương hướng, vẫn còn ở mức trung bình.","NEUTRAL"
"Dạo này tinh thần em khá ổn, đối mặt với chuyện tình cảm em thấy thấy tiến bộ rõ và dễ chịu hơn trước.","POSITIVE"
"Cứ tưởng sẽ dễ vượt qua dễ dàng hơn nhưng thực ra em đang quá tải thật sự nhiều lắm.","NEGATIVE"
"deadline nhiều không làm em nản, em vẫn theo kịp bài như thường.","POSITIVE"
"Vì không có tài liệu rõ ràng nên dù bạn bè trong lớp không hẳn là quá khó, em vẫn cứ thấy nặng nề trong lòng liên tục.","NEGATIVE"
"Em cảm thấy được hỗ trợ nhiều, không bị bơ như các môn khác.","POSITIVE"
"Gần đây em cân đối được thời gian hơn nên chuyện gia đình không còn là áp lực lớn, em thấy phấn khởi hơn nhiều.","POSITIVE"
"Tâm trạng em tốt hơn hẳn, nhìn lại đi lại hàng ngày em thấy hài lòng ghê và dễ xử lý hơn trước.","POSITIVE"
"Hơi đuối sức nhưng em vẫn giữ được tâm lý tốt.","NEUTRAL"
"Có lúc thấy không tập trung được nhưng nhìn chung em vẫn xử lý ổn mọi thứ.","NEUTRAL"
"Dù đã cố gắng nhưng em vẫn cứ thấy mất động lực, không biết làm thế nào.","NEGATIVE"
"Dù hơi mất động lực thật nhưng em vẫn đang vẫn học ổn bình thường.","NEUTRAL"
"Dù hơi quá tải thật sự thật nhưng em vẫn đang giữ được tâm lý tốt bình thường.","NEUTRAL"
"Dù lịch học dày, em vẫn cảm thấy ổn và làm được bài tập được.","POSITIVE"
"Cứ tưởng sẽ dễ vượt qua dễ dàng hơn nhưng thực ra em đang mất động lực nhiều lắm.","NEGATIVE"
"Dạo này tinh thần em khá ổn, đối mặt với cân bằng học và nghỉ ngơi em thấy yên tâm hơn nhiều và dễ chịu hơn trước.","POSITIVE"
"Mặc dù mất động lực nhưng em vẫn hiểu được nội dung chính được.","NEUTRAL"
"Tuy đuối sức nhưng nhìn chung em vẫn theo kịp bài.","NEUTRAL"
"Tâm trạng em tốt hơn hẳn, nhìn lại sức đề kháng giảm em thấy yên tâm hơn nhiều và dễ xử lý hơn trước.","POSITIVE"
"Em biết nhóm không làm việc được với nhau không phải lỗi của ai nhưng cứ thấy nặng nề trong lòng và không kiểm soát được cảm xúc.","NEGATIVE"
"Dù áp lực vì áp lực thi cử nhưng cuối cùng em vẫn làm được bài tập.","POSITIVE"
"Tưởng sẽ cân bằng được nhưng cuối cùng em lại thấy kiệt sức.","NEGATIVE"
"Dạo này em đang gặp chuyện thiếu ngủ liên tục mấy ngày, vì thế khi đối mặt với sức khoẻ thể chất cứ thấy không thoải mái và khó tập trung.","NEGATIVE"
"Dạo này em đang gặp chuyện không có tài liệu rõ ràng, vì thế khi đối mặt với kế hoạch sau tốt nghiệp cứ thấy mất động lực và khó tập trung.","NEGATIVE"
"Tuy kiệt sức nhưng nhìn chung em vẫn vẫn học ổn.","NEUTRAL"
"Hơi cáu gắt liên tục nhưng em vẫn làm được bài tập.","NEUTRAL"
"Hơi không tập trung được nhưng em vẫn làm được bài tập.","NEUTRAL"
"Tuy cáu gắt liên tục nhưng nhìn chung em vẫn hiểu được nội dung chính.","NEUTRAL"
"Tuy stress nặng nhưng nhìn chung em vẫn theo kịp bài.","NEUTRAL"
"Mặc dù kiệt sức nhưng em vẫn vẫn học ổn được.","NEUTRAL"
"Mặc dù mất động lực nhưng em vẫn xử lý ổn mọi thứ được.","NEUTRAL"
"Do áp lực từ nhiều môn cùng lúc kéo dài, em trở nên rất áp lực với xung quanh, kể cả với giấc ngủ dù không muốn vậy.","NEGATIVE"
"Có lúc thấy cáu gắt liên tục nhưng nhìn chung em vẫn theo kịp bài.","NEUTRAL"
"Bình thường, em không thấy khó hơn các kỳ trước.","NEUTRAL"
"Dù hơi bực bội không kiểm soát được thật nhưng em vẫn đang xử lý ổn mọi thứ bình thường.","NEUTRAL"
"Dù áp lực vì deadline nhiều nhưng cuối cùng em vẫn hiểu được nội dung chính.","POSITIVE"
"Tâm trạng em tốt hơn hẳn, nhìn lại áp lực thi cử em thấy khá tự tin và dễ xử lý hơn trước.","POSITIVE"
"Tưởng sẽ hiểu bài nhưng cuối cùng em lại thấy rất mệt mỏi.","NEGATIVE"
"Tưởng sẽ học tốt nhưng cuối cùng em lại thấy rất mệt mỏi.","NEGATIVE"
"Tuy mất động lực nhưng nhìn chung em vẫn làm được bài tập.","NEUTRAL"
"Mặc dù stress nặng nhưng em vẫn vẫn học ổn được.","NEUTRAL"
"áp lực thi cử không làm em nản, em vẫn làm được bài tập như thường.","POSITIVE"
"thiếu ngủ không làm em nản, em vẫn xử lý ổn mọi thứ như thường.","POSITIVE"
"Cứ tưởng sẽ dễ cân bằng được hơn nhưng thực ra em đang kiệt sức nhiều lắm.","NEGATIVE"
"Cứ nghĩ mọi thứ sẽ ổn hơn nhưng em lại thấy đuối sức hoài.","NEGATIVE"
"Tuy không theo kịp nhưng nhìn chung em vẫn xử lý ổn mọi thứ.","NEUTRAL"
"Dạo này em đang gặp chuyện cảm thấy cô đơn và không có ai chia sẻ, vì thế khi đối mặt với cảm giác bị hiểu lầm cứ thấy đầu óc quay tít và khó tập trung.","NEGATIVE"
"Dù đã cố gắng nhưng em vẫn cứ thấy không theo kịp, không biết làm thế nào.","NEGATIVE"
"Dạo này tinh thần em khá ổn, đối mặt với chuyện gia đình em thấy yên tâm hơn nhiều và dễ chịu hơn trước.","POSITIVE"
"Em biết mất ngủ liên tục mấy tuần nay không phải lỗi của ai nhưng cứ thấy đuối sức và không kiểm soát được cảm xúc.","NEGATIVE"
"Dạo này em dễ bực bội với mọi thứ, cảm giác như sắp bùng phát đến nơi.","NEGATIVE"
"Dù hơi stress nặng thật nhưng em vẫn đang giữ được tâm lý tốt bình thường.","NEUTRAL"
"Tuy cảm thấy bất an nhưng nhìn chung em vẫn xử lý ổn mọi thứ.","NEUTRAL"
"Dù áp lực vì bài hơi khó nhưng cuối cùng em vẫn giữ được tâm lý tốt.","POSITIVE"
"Vì deadline dồn vào một tuần nên dù việc làm thêm không hẳn là quá khó, em vẫn cứ thấy cáu gắt và mất kiên nhẫn liên tục.","NEGATIVE"
"Em đang phải vừa lo sức khoẻ không tốt dạo này vừa lo cảm giác bị hiểu lầm, cảm giác không thoải mái thật sự, không biết trụ được bao lâu.","NEGATIVE"
"Em biết chuyện gia đình làm em phân tâm không phải lỗi của ai nhưng cứ thấy lo lắng không yên và không kiểm soát được cảm xúc.","NEGATIVE"
"Có lúc thấy không theo kịp nhưng nhìn chung em vẫn vẫn học ổn.","NEUTRAL"
"Dạo này tinh thần em khá ổn, đối mặt với sức khoẻ thể chất em thấy yên tâm hơn nhiều và dễ chịu hơn trước.","POSITIVE"
"Gần đây em cân đối được thời gian hơn nên kế hoạch sau tốt nghiệp không còn là áp lực lớn, em thấy nhẹ đầu hơn nhiều.","POSITIVE"
"Dù đã cố gắng nhưng em vẫn cứ thấy stress nặng, không biết làm thế nào.","NEGATIVE"
"Cứ tưởng sẽ dễ vượt qua dễ dàng hơn nhưng thực ra em đang cáu gắt liên tục nhiều lắm.","NEGATIVE"
"Học nhóm hiệu quả ghê, em thích kiểu học này.","POSITIVE"
"Cứ nghĩ mọi thứ sẽ ổn hơn nhưng em lại thấy quá tải thật sự hoài.","NEGATIVE"
"Tưởng sẽ hiểu bài nhưng cuối cùng em lại thấy không tập trung được.","NEGATIVE"
"Do deadline dồn vào một tuần kéo dài, em trở nên căng thẳng với xung quanh, kể cả với bài thực hành dù không muốn vậy.","NEGATIVE"
"Em chưa quyết định được hướng đi nên mọi thứ, kể cả bài kiểm tra giữa kỳ, vẫn còn không có gì nổi bật.","NEUTRAL"
"Mặc dù cảm thấy bất an nhưng em vẫn theo kịp bài được.","NEUTRAL"
"Có lúc thấy đuối sức nhưng nhìn chung em vẫn hiểu được nội dung chính.","NEUTRAL"
"Em cũng muốn theo kịp lắm nhưng hiện tại chỉ thấy kiệt sức thôi.","NEGATIVE"
"Dù tiến độ nhanh nhưng em vẫn hiểu được nội dung chính tốt, không quá lo.","POSITIVE"
"Chuyện cứ thất bại hoài không biết sai ở đâu đang ảnh hưởng nhiều, cứ tiếp cận cảm giác cô đơn mà em luôn trong trạng thái nản lắm rồi mấy ngày nay.","NEGATIVE"
"Chuyện nhóm không làm việc được với nhau đang ảnh hưởng nhiều, cứ tiếp cận chuyện gia đình mà em luôn trong trạng thái kiệt sức mấy ngày nay.","NEGATIVE"
"Dù deadline nhiều, em vẫn cảm thấy ổn và giữ được tâm lý tốt được.","POSITIVE"
"Dù áp lực thi cử, em vẫn cảm thấy ổn và xử lý ổn mọi thứ được.","POSITIVE"
"bài hơi khó không làm em nản, em vẫn giữ được tâm lý tốt như thường.","POSITIVE"
"Tưởng sẽ ổn định nhưng cuối cùng em lại thấy stress nặng.","NEGATIVE"
"Nhờ được hướng dẫn chi tiết nên em có thêm năng lượng, thấy khá tự tin với mọi thứ, kể cả việc ăn uống.","POSITIVE"
"Dạo này tinh thần em khá ổn, đối mặt với định hướng nghề nghiệp em thấy tự tin hơn trước nhiều và dễ chịu hơn trước.","POSITIVE"
"Vì kỳ vọng của gia đình quá lớn nên dù chỗ ở trọ không hẳn là quá khó, em vẫn cứ thấy cáu gắt và mất kiên nhẫn liên tục.","NEGATIVE"
"Dù áp lực vì thiếu ngủ nhưng cuối cùng em vẫn theo kịp bài.","POSITIVE"
"Nhờ sắp xếp được thời gian hợp lý nên em có thêm năng lượng, thấy phấn khởi hơn nhiều với mọi thứ, kể cả bài kiểm tra giữa kỳ.","POSITIVE"
"Tuy kiệt sức nhưng nhìn chung em vẫn theo kịp bài.","NEUTRAL"
"Tuy cáu gắt liên tục nhưng nhìn chung em vẫn vẫn học ổn.","NEUTRAL"
"Tuy stress nặng nhưng nhìn chung em vẫn giữ được tâm lý tốt.","NEUTRAL"
"Mặc dù cáu gắt liên tục nhưng em vẫn theo kịp bài được.","NEUTRAL"
"Em biết nhóm không làm việc được với nhau không phải lỗi của ai nhưng cứ thấy cáu gắt và mất kiên nhẫn và không kiểm soát được cảm xúc.","NEGATIVE"
"Bài giảng nhanh quá, em ghi không kịp chứ chưa nói hiểu.","NEGATIVE"
"Feedback của cô rất cụ thể, em biết cần sửa chỗ nào.","POSITIVE"
"Mặc dù cáu gắt liên tục nhưng em vẫn vẫn học ổn được.","NEUTRAL"
"Cứ tưởng sẽ dễ học tốt hơn nhưng thực ra em đang không tập trung được nhiều lắm.","NEGATIVE"
"Có lúc thấy cảm thấy bất an nhưng nhìn chung em vẫn giữ được tâm lý tốt.","NEUTRAL"
"Dù hơi rất mệt mỏi thật nhưng em vẫn đang theo kịp bài bình thường.","NEUTRAL"
"Tâm trạng em tốt hơn hẳn, nhìn lại lo ngại về việc làm em thấy tự tin hơn trước nhiều và dễ xử lý hơn trước.","POSITIVE"
"áp lực thi cử không làm em nản, em vẫn vẫn học ổn như thường.","POSITIVE"
"Nhờ sắp xếp được thời gian hợp lý nên em có thêm năng lượng, thấy vui vì hiểu ra rồi với mọi thứ, kể cả mức năng lượng hàng ngày.","POSITIVE"
"Có lúc thấy stress nặng nhưng nhìn chung em vẫn vẫn học ổn.","NEUTRAL"
"Em cũng muốn ổn định lắm nhưng hiện tại chỉ thấy bực bội không kiểm soát được thôi.","NEGATIVE"
"Nhờ em chủ động hỏi thêm nên em có thêm năng lượng, thấy tự tin hơn trước nhiều với mọi thứ, kể cả chỗ ở trọ.","POSITIVE"
"Em thấy yên tâm hơn sau khi hỏi thầy.","POSITIVE"
"Dạo này sinh hoạt của em hơi rối nên deadline bài tập cũng chỉ ở mức vừa phải, chưa có gì nổi bật.","NEUTRAL"
"Vì cứ thất bại hoài không biết sai ở đâu nên dù cảm giác bị hiểu lầm không hẳn là quá khó, em vẫn cứ thấy dễ nản liên tục.","NEGATIVE"
"Em hay cáu gắt và mất động lực dạo này, chắc do áp lực thi cử tích tụ lâu quá.","NEGATIVE"
"Có lúc thấy cáu gắt liên tục nhưng nhìn chung em vẫn xử lý ổn mọi thứ.","NEUTRAL"
"Nhìn vào bài tập là em thấy tê liệt, không muốn bắt đầu gì hết.","NEGATIVE"
"Do deadline dồn vào một tuần kéo dài, em trở nên rất áp lực với xung quanh, kể cả với feedback từ thầy cô dù không muốn vậy.","NEGATIVE"
"Dù hơi mất động lực thật nhưng em vẫn đang giữ được tâm lý tốt bình thường.","NEUTRAL"
"Gần đây em cân đối được thời gian hơn nên việc ăn uống không còn là áp lực lớn, em thấy tự tin hơn trước nhiều.","POSITIVE"
"Em đang phải vừa lo cứ thất bại hoài không biết sai ở đâu vừa lo áp lực thi cử, cảm giác mất động lực thật sự, không biết trụ được bao lâu.","NEGATIVE"
"Nhờ tài liệu rõ ràng hơn nên em có thêm năng lượng, thấy khá tự tin với mọi thứ, kể cả chuyện tình cảm.","POSITIVE"
"Mặc dù bực bội không kiểm soát được nhưng em vẫn làm được bài tập được.","NEUTRAL"
"Mặc dù cáu gắt liên tục nhưng em vẫn làm được bài tập được.","NEUTRAL"
"Dù hơi mất động lực thật nhưng em vẫn đang hiểu được nội dung chính bình thường.","NEUTRAL"
